Name,Height,Weight
Ivan Radovanovic,187,80
Sven Ulreich,192,84
Leroy Fer,188,79
Kieran Trippier,178,72
Luca Rossettini,187,82
Benjamin Moukandjo,180,74
Kyriakos Papadopoulos,185,87
Facundo Roncaglia,179,76
Nicolai Müller,173,66
Nabil El Zhar,175,66
Yuri,177,77
Aurélien Chedjou,184,86
Henri Saivet,175,73
Valentin Stocker,179,72
Max Gradel,175,69
Roberto Rosales,174,70
Carlos Sánchez,182,82
Jose Holebas,185,81
Beto,182,81
Antonio Rukavina,177,74
Mapou Yanga-M'Biwa,184,77
Makoto Hasebe,180,72
Marcelo,191,90
Charles Kaboré,182,78
Mosquera,184,77
Stefano Okaka,186,90
Kamil Grosicki,180,78
Sebastian Prödl,196,97
Jonathan De Guzmán,175,70
Alessandro Matri,183,80
Vadis Odjidja-Ofoe,183,79
Felipe Caicedo,183,84
Fran Rico,178,68
Mariano Andújar,194,88
Nathan Dyer,167,62
Óscar Trejo,180,79
Marco Andreolli,187,81
Javi Varas,182,74
Perparim Hetemaj,175,76
Eljero Elia,179,77
Jonatan Maidana,185,86
Caner Erkin,181,76
Fábio Coentrão,179,71
Jay Rodriguez,185,80
Lee Cattermole,178,76
Darron Gibson,180,80
Shane Long,178,70
Rémy Riou,189,81
Ron Vlaar,189,88
Ari,180,84
Bebé,190,83
Ismael Sosa,179,74
Fernando Gago,178,70
Itumeleng Khune,181,81
Eugen Polański,183,78
Cyril Théréau,189,78
Charles,177,75
Sergio,179,75
Curtis Davies,188,89
Younès Kaboul,191,87
Andrea Raggi,187,82
Glenn Whelan,180,80
Guillaume Gillet,186,79
Johan Djourou,191,87
Mauro Boselli,185,75
Valon Behrami,185,78
Agirretxe,187,77
Jérémy Ménez,181,78
Gökhan İnler,183,80
Alexandre Song,185,74
Alfredo Talavera,188,82
Justo Villar,180,85
Robert Snodgrass,182,77
Yuriy Zhirkov,180,75
Mauro Zárate,176,76
Steven Davis,173,72
Francesco Magnanelli,181,79
Paul Verhaegh,178,74
Zydrunas Karcemarskas,189,83
Alexey Berezutskiy,190,87
Iván Ramis,188,82
David García,184,82
Volkan Demirel,191,90
Matías Delgado,182,79
Agustín Orión,187,85
Leon Britton,167,65
Christian Fuchs,186,80
Nicolás Burdisso,182,81
Esteban Cambiasso,177,78
Glen Johnson,182,70
Stefan Kießling,191,80
Wes Morgan,185,93
Jimmy Briand,183,80
Michael Dawson,188,76
Iraizoz,191,89
Jaime Valdés,175,74
Jelle Van Damme,191,90
Emmanuel Adebayor,191,82
Tranquillo Barnetta,178,70
Silvio Proto,186,77
Daniele Bonera,183,74
Rémy Vercoutre,185,78
Morgan De Sanctis,190,82
Eliseu,175,75
Roman Weidenfeller,190,87
Emre Belözoğlu,170,72
Marko Rog,180,73
Issa Diop,194,92
Amadou Diawara,184,74
Ronaldo Cabrais,177,75
David Seijalbo,176,76
Vieirundinho,189,84
Welington Dano,178,69
Nelsildo Reis,190,88
Fred Aníbão,192,90
Gabri Prestão,186,80
Rosberto Dourado,175,70
Everton Andrão,177,75
Eltildo Correia,188,78
Juiano Mestres,181,82
Antônio Chiamuloira,182,79
Leon Bailey,181,70
Marko Pjaca,186,85
Palhinha,190,82
Bart Ramselaar,178,73
Moussa Marega,186,83
Daniel Podence,164,62
André Onana,190,82
Aritz Elustondo,182,72
Kelechi Iheanacho,187,77
Ivan Ordets,194,88
Diogo Jota,178,70
Gonçalo Guedes,179,68
Danilo,183,74
Ozan Tufan,179,70
Aytaç Sulu,183,80
Ahmet Çalık,184,77
Breel Embolo,185,84
Nikola Vukcević,184,76
Erick Gutiérrez,176,70
Lucas Hernández,183,75
Andrija Živković,170,66
Óscar Romero,176,73
Enner Valencia,174,74
Sebastián Cristóforo,173,70
Diego Carlos,185,79
José Luis Gómez,173,63
Camarasa,183,76
Jonathan Calleri,175,70
Gustavo Gómez,185,85
Genki Haraguchi,177,68
Víctor García,175,70
Carlos Mané,173,67
Maximilian Philipp,183,76
Juan Pablo Añor,171,65
Matteo Politano,171,65
Kenny Tete,180,77
Capa,173,70
Armando Izzo,183,78
Fernando Monetti,184,78
Youssouf Sabaly,174,64
Deyverson,187,78
Gerardo Alcoba,183,80
Emiliano Rigoni,178,74
Édson Puch,168,73
Gastón Lezcano,168,65
Silvio Romero,175,86
Carlos Izquierdoz,184,89
Sebastián Pérez,176,70
Alexander Mejía,178,79
Frank Fabra,172,72
Éder Balanta,181,84
Ricardo Horta,173,61
Diego Laxalt,178,66
Aderllan Santos,193,83
Levin Öztunali,184,80
Niklas Stark,190,81
Nicolás Castillo,179,74
Gabriel,178,68
Óscar Duarte,186,81
Marcos Lopes,174,68
Santi Mina,177,71
Leander Dendoncker,188,83
Medrán,176,68
José Sá,192,85
Yannick Gerhardt,184,81
Iuri Medeiros,174,66
Dominik Kohr,183,75
Lazar Marković,175,66
Vincenzo Grifo,180,76
Robert Berić,188,83
Jonathan Gómez,171,71
Gianluca Lapadula,178,69
Manquillo,180,72
Chancel Mbemba,182,82
Ricardo Ferreira,190,76
Björn Engels,194,83
Mauro Dos Santos,180,76
Emerson,176,63
Marc Stendera,173,73
Jonas Hofmann,174,70
Ahmed Hassan,191,85
Fabian Schär,186,84
Thomas Partey,185,73
Matías Britos,169,63
Guilherme,178,78
Omar Mascarell,181,74
Christopher Jullien,196,88
Martín Mantovani,185,80
Alfred Duncan,178,78
Marten de Roon,185,76
Adnan Januzaj,182,75
Romain Saïss,190,76
Abdoulaye Doucouré,183,75
Matheus,187,76
Bertrand Traoré,181,73
Pedro Henrique,179,71
Roger,179,74
Yassine Benzia,179,71
João Pereira,172,66
Jordan Ferri,172,70
Mattia De Sciglio,183,74
Amin Younes,168,70
Jairo,172,69
Stefano Denswil,185,82
Lucas Ocampos,187,84
James Ward-Prowse,173,66
Alberto Moreno,171,65
Okay Yokuşlu,191,86
Fayçal Fajr,178,72
Jordan Pickford,185,77
Marcel Sabitzer,177,74
Emiliano Sala,187,75
Mauricio Pereyra,170,63
Ricardo Álvarez,188,84
Christophe Kerbrat,183,74
Julian Korb,177,70
Saido Berahino,180,83
Santiago Arias,176,68
Kerim Frei,171,70
Baptiste Reynet,185,85
Charly Musonda,173,66
Santiago Vergini,191,83
Anthony Knockaert,172,69
Felipe Gutiérrez,170,64
Mohamed Elyounoussi,178,70
Robin Knoche,190,77
Fabián Castillo,173,68
Aleix Vidal,178,69
Javi Espinosa,174,70
Serantes,183,76
Timmy Chandler,186,81
Jeffrey Gouweleeuw,187,75
Cristiano Piccini,183,77
Martin Hinteregger,185,86
Robbie Brady,175,69
Ermin Bičakčić,185,85
Nemanja Nikolić,180,80
Geoffrey Kondogbia,188,76
Samu García,179,73
Lionel Carole,182,79
Muhamed Bešić,177,78
Lukas Rupp,178,73
Steven Berghuis,182,70
Alan Patrick,178,68
Hans Vanaken,194,80
Pedro Obiang,185,75
Timor,185,77
Josué,174,75
Gálvez,188,79
Eric Bauthéac,168,65
Harun Tekin,187,78
Ibai Gómez,177,72
Nicolas Pallois,190,89
Timm Klose,193,87
Sergio León,178,73
Bibras Natcho,176,77
Raúl Navas,185,83
Óscar Murillo,183,79
Josip Drmić,183,81
Tomás Pina,185,75
Billy Ketkeophomphone,180,71
Philipp Wollscheid,194,88
Celso Ortíz,175,70
Jonas Martin,184,76
Jordan Ayew,182,81
Felix Wiedwald,190,82
Khouma Babacar,185,76
Adrien Regattin,166,66
Callum Wilson,180,66
Simone Verdi,171,61
Yonathan Del Valle,173,75
Macnelly Torres,175,72
Esteban Paredes,178,82
Joel Robles,195,90
Alfreð Finnbogason,185,78
Tom Cairney,183,72
Aaron Mooy,174,68
Jagoš Vuković,194,82
Laguardia,185,75
Nenad Tomović,184,79
Pontus Jansson,196,89
Andre Gray,180,78
André Almeida,186,80
Roger,184,86
Francesco Bardi,188,80
Guido Burgstaller,187,80
Diafra Sakho,184,79
Pape Souaré,178,68
Manuel Schmiedebach,171,70
Iago Herrerín,187,89
Christian Clemens,179,80
Marc Muniesa,179,72
Maxime Le Marchand,185,77
Sebastian Jung,179,72
Maxime Lestienne,176,63
Luciano Narsingh,175,75
Javier Aquino,168,62
Georgiy Schennikov,180,75
Alexandr Kokorin,183,79
Pedro Morales,180,77
Peter Pekarík,176,70
Sandro,187,75
Pascal Groß,181,76
Xandão,194,84
Benjamin André,180,76
Dominic Maroh,186,85
Léonard Kweuke,188,94
Matías Caruzzo,185,80
Markus Henriksen,187,80
Tony Jantschke,177,76
Grégory Sertic,183,80
Christian Kabasele,187,84
Łukasz Skorupski,187,84
Aaron Cresswell,170,66
Davide Santon,186,83
Danny Latza,179,76
Alex McCarthy,193,79
Bruno Fornaroli,174,68
Jimmy Durmaz,180,69
Volkan Şen,175,68
Jonathan Kodjia,189,77
Miguel Angel Britos,188,82
Michel Macedo,176,70
Serey Dié,179,77
Sofiane Hanni,178,68
Riccardo Meggiorini,182,78
Oupa Manyisa,166,67
Cheick Diabaté,194,88
Aatif Chahechouhe,176,68
Paul-José Mpoku,177,80
Dmitriy Tarasov,192,84
Siem de Jong,185,80
Franco Di Santo,193,88
Matt Ritchie,173,71
Fabio Borini,180,74
Gaël Kakuta,173,64
Diego Ângelo,192,84
Andrea Poli,181,70
Michał Pazdan,181,78
Maurício,180,72
Marcelo Larrondo,191,83
Michael Lang,185,79
Jonathan Biabiany,177,73
Kolbeinn Sigþórsson,186,80
Lamine Koné,186,83
Gregory van der Wiel,183,69
Maxi Moralez,158,56
Gabriel Mercado,180,83
Siphiwe Tshabalala,170,65
Anthony Mounier,174,65
Gottardi,193,82
Simon Terodde,192,83
Nils Petersen,188,85
Giovanni Sio,180,70
Fabian Frei,183,77
Fin Bartels,176,69
Marc Albrighton,174,67
Ciaran Clark,188,76
Mërgim Mavraj,189,84
Sebastian De Maio,190,90
Koo Ja Cheol,183,77
Marcelo Martins,187,82
Albin Ekdal,186,75
Rhodolfo,193,84
Luisinho,175,62
Dejan Damjanović,187,81
Eren Derdiyok,191,92
Thomas Kraft,187,78
Damien Da Silva,184,82
Emiliano Insúa,180,79
Pablo Hernández,173,72
Miralem Sulejmani,178,73
Marko Marin,170,64
Adrián González,183,76
Erik Pieters,182,86
Papa Kouli Diop,179,77
Sergio Sánchez,185,76
Granero,180,75
Lucas Deaux,188,72
Sidney Sam,174,71
Martin Harnik,186,80
Nabil Dirar,187,82
Ludovic Baal,176,75
Bojan Jokič,176,75
Fabian Lustenberger,180,70
Stefan Aigner,183,73
Andreas Beck,180,74
Simone Missiroli,191,77
Yeom Ki Hun,182,78
Jozy Altidore,183,79
Jelle Vossen,180,73
Sacha Kljestan,185,77
Sven Kums,175,69
Cristian Riveros,178,74
Gonzalo Castro,176,70
Adrián,183,73
Joselu,192,80
James Tomkins,192,74
Siqueira,183,76
Luca Cigarini,175,74
Keiren Westwood,188,86
Jonas Lössl,195,88
Mikel Gonzalez,190,79
Paul Aguilar,180,67
Aythami Artiles,184,78
Andrey Eschenko,176,74
Lorenzo De Silvestri,186,84
Tarik Elyounoussi,172,66
Scott Sinclair,173,63
Andrea Masiello,184,82
Danijel Milićević,170,63
Hugo Rodallega,181,72
Roman Shishkin,176,73
Mikhail Kerzhakov,191,82
Alan Kasaev,174,76
Brad Jones,194,76
Doka,178,70
Mariano Izco,180,77
Lior Refaelov,175,70
Caio,186,85
Eduardo,188,86
Julien Féret,187,76
Stéphane Sessègnon,168,75
Jonathan Orozco,184,79
Rolando,189,77
James Morrison,178,64
Marvin Matip,184,83
Néstor Ortigoza,180,78
Jesús Gámez,182,77
Abraham,178,80
Trashorras,179,71
Julio Alberto Barroso,175,71
Pirmin Schwegler,178,74
Oribe Peralta,179,75
Gelson Fernandes,179,70
Aaron Hunt,183,73
Mounir Obbadi,172,65
Guillaume Hoarau,192,80
José de Jesús Corona,184,84
Charlie Adam,185,82
Alexandr Belenov,197,91
Àngel Rangel,180,82
Jean-Louis Leca,180,75
Rubens Sambueza,174,74
Jason Puncheon,173,71
Jaroslav Drobný,192,90
Wes Hoolahan,168,71
Vladimir Gabulov,190,83
Diego Castro,174,71
Cejudo,180,78
Andrés Fernández,184,86
Yalçın Ayhan,192,82
Boštjan Cesar,191,89
Leonardo Ponzio,174,71
Alejandro Domínguez,175,73
Darren Fletcher,184,74
Marc Janko,196,93
Marco Storari,187,76
Daniele Gastaldello,185,77
Giampaolo Pazzini,180,77
Franco Brienza,168,68
Stijn Schaars,178,76
Alexis,183,75
Hasan Ali Kaldırım,183,75
Ersan Gülüm,185,85
Marco Borriello,185,76
Kolo Touré,178,76
Achille Emaná,180,77
Gareth McAuley,195,89
Artur Boruc,193,87
Alberto Aquilani,186,79
Wayne Routledge,170,77
Matthias Lehmann,179,75
Steven Pienaar,170,66
Ludovic Butelle,190,86
Emiliano Moretti,182,79
Jonas Olsson,193,84
James Collins,193,90
Nick Rimando,178,83
Dario Dainelli,191,78
Maarten Stekelenburg,197,92
Paolo Cannavaro,185,83
Carlos Soler,183,72
Raphinha,176,66
Mikel Villanueva,190,78
Federico Ricca,179,72
Maurício António,183,82
Adalberto Peñaranda,183,78
Franck Yannick Kessié,183,76
Rafael Cachoira,188,84
Nicholas Aldair,187,81
Luimo Boas Santos,176,73
Adilson Edrada,176,72
Allan Bardinho,175,72
Simão Acunha,178,71
Gabrisco Aníbal,182,77
Davi Parrela,191,88
Kaimo Lima,188,77
Victildinho,178,75
Andeson Trigo,175,68
Kaíquão Castro,190,88
Dani Rochelinhas,178,75
Laure Santeiro,171,63
Jorginhson,178,75
Melvin Parrela,188,88
Otávio Cairinho,179,80
Caio Nunson,185,85
Juli Freitinho,192,91
Alexo Baia,175,71
Silas Almeim,177,76
Simão Donatinho,188,82
Gastón Pereiro,188,76
Aminu Umar,174,72
Yoshinori Mutō,179,72
Viktor Kovalenko,182,75
Kasper Dolberg,187,82
Benjamin Henrichs,182,78
Christian Pulisic,173,69
Lucas Tousart,185,83
Jakub Jankto,184,73
André Horta,174,67
Presnel Kimpembe,183,71
Hernani,188,77
David García,185,72
Mikel Merino,187,79
Orbelín Pineda,168,64
Rúben Neves,180,75
Cristian Pavón,175,65
Lucas Torreira,168,64
Erdem Şen,180,75
Afonso Figueiredo,169,63
Mario Pašalić,188,82
Ömer Ali Şahiner,175,70
Toshihiro Aoyama,174,75
Alexis Blin,184,78
Thomas Touré,175,76
Godfred Donsah,175,70
Raúl,189,83
Mislav Oršić,178,72
Sebastián Driussi,179,82
Lovre Kalinić,201,90
Rafael Santos Borré,174,70
Léo Bonatini,185,80
Jaume,187,76
Clément Lenglet,186,81
Diego Rico,183,76
Alex Alegría,189,82
Munir,175,69
Tana,168,69
Hamari Traoré,174,57
Edgar Méndez,188,76
Jordan Amavi,176,70
Rodrigo Battaglia,187,79
Ezequiel Cerutti,179,75
Djavan,184,76
Federico Cartabia,170,65
Franco Mussis,174,75
Marios Oikonomou,189,85
Yuriy Gazinskiy,184,75
Seko Fofana,183,77
Andrew Robertson,178,63
Tin Jedvaj,184,83
Maxwel Cornet,179,69
Aleksandar Mitrović,189,82
Naranjo,182,72
Deniz Türüç,177,72
Rúben Vezo,183,80
Jonathan Schunke,193,85
Martín Cauteruccio,180,76
Lucas Zelarayán,172,73
Luciano Lollo,184,85
Milton Casco,170,69
Paolo Goltz,185,81
Luis Quiñones,178,70
William Tesillo,184,78
Yimmi Chará,165,68
Jefferson Lerma,179,70
Pierre-Emile Højbjerg,185,84
Facundo Ferreyra,187,76
Laurent Depoitre,191,91
Hernâni,178,69
Jorrit Hendrix,182,70
Leonel Vangioni,181,77
Arthur Masuaku,179,70
Avilés Hurtado,171,65
Riechedly Bazoer,184,74
Enzo Roco,191,86
Camilo Vargas,185,82
Karol Linetty,176,73
Danilo Cataldi,180,70
Ricardo Kishna,183,77
Rubén Blanco,188,70
Víctor Rodríguez,170,70
Douglas Santos,175,70
Renato Steffen,170,65
Ridgeciano Haps,175,66
Garry Mendes Rodrigues,173,70
José Rodríguez,180,75
Dimitrios Siovas,192,83
José Juan Vázquez,166,64
Derlis González,172,64
Gerso,172,65
Nathan Aké,180,75
Isaac Becerra,180,80
Giancarlo González,186,78
Oumar Niasse,182,82
Petros Mantalos,176,76
Vitinho,180,76
Albentosa,194,89
Mike van der Hoorn,190,81
Insua,183,75
Eduardo Vargas,174,77
Will Hughes,185,74
Bogdan Butko,182,72
Sergiy Kryvtsov,186,83
Luka Milivojević,186,80
Willard Katsande,178,78
Yvon Mvogo,190,90
Calum Chambers,182,66
Stefanos Kapino,196,91
Marko Livaja,182,87
Dwight Gayle,177,73
Christian Atsu,172,68
Valeri Qazaishvili,174,78
Soualiho Meïté,187,80
Ilori,190,80
Iván Piris,174,68
Abdoulaye Ba,197,79
Lorenzo Melgarejo,178,70
Víctor Ibarbo,188,80
Benjamin van Leer,187,76
Jürgen Locadia,187,78
Yassin Ayoub,175,70
Edenílson,175,76
Viktor Fischer,180,71
Pozuelo,170,63
Adrien Trebel,174,72
Welthon,180,74
Mauro,177,72
Ogenyi Onazi,173,73
Rodrigo Mora,170,74
Gregoire Defrel,179,77
Federico Viviani,180,75
Jérôme Roussillon,175,80
Jota Peleteiro,180,70
David Juncà,175,67
Bobby Wood,180,79
Diego Demme,170,68
Jasmin Kurtić,186,88
Siniša Anđelković,186,82
Dmitriy Poloz,183,74
Ryder,180,71
Ravel Morrison,175,71
Gaëtan Bussmann,184,79
André Martins,169,62
Bogdan Stancu,183,75
Tolga Ciğerci,185,80
Juan Jesus,185,76
Carles Planas,173,76
Tomáš Koubek,198,95
Lewis Dunk,192,88
Luca Caldirola,189,79
Erik Sviatchenko,185,82
Renato Neto,185,83
Matz Sels,189,82
Matthew Lowton,180,78
Oriol Romeu,183,83
Roberto Inglese,186,85
Luna,178,68
Lacina Traoré,203,87
Danilo D'Ambrosio,180,75
Nicolas Isimat-Mirin,189,83
Saphir Taïder,180,73
Nathan Redmond,173,75
Kara Mbodj,192,85
Cristian Gamboa,175,67
Pierre-Michel Lasogga,189,88
Róbert Mak,179,75
Sérgio Oliveira,181,72
Ximo Navarro,178,71
Juanmi,170,63
Arribas,182,74
Ivo Pinto,184,70
Giulio Donati,178,76
Serdar Gürler,173,65
José Pedro Fuenzalida,170,67
Bill Hamid,191,102
Gonzalo Jara,178,78
Ishak Belfodil,192,86
Yuto Nagatomo,170,68
Andy Delort,182,82
Filip Đuričić,181,72
Fábio Espinho,171,64
Steven Caulker,191,77
Rémy Cabella,171,68
Nick Viergever,183,78
Philipp Bargfrede,174,71
Marco Rojas,166,63
Marvin Zeegelaar,186,82
Steve Cook,185,82
Carlos Eduardo,184,70
Miguel Rosa,176,70
Artur Ioniţă,184,73
Emmanuel Badu,173,71
Juan Villar,183,76
Daniel Ginczek,190,87
Sergio Padt,197,92
Paul Lasne,186,77
José Cañas,178,75
Nosa,182,76
Maya Yoshida,189,78
Park Joo Ho,176,73
Yūya Ōsako,182,71
Atsuto Uchida,176,70
Takashi Usami,178,69
Ahmed Elmohamady,182,78
Ervin Zukanović,189,85
Kévin Théophile-Catherine,183,88
Omar Elabdellaoui,179,73
Yasin Öztekin,179,70
Ryan Mason,175,68
Julian Schieber,186,83
Isaac Brizuela,171,66
Oier,178,72
Dani Castellano,180,69
Panagiotis Tachtsidis,191,86
Fernandão,192,90
Yannis Salibur,177,76
Yoric Ravet,178,72
Lombán,186,78
Fábio,172,65
Duje Čop,184,73
Olcay Şahan,179,71
Cristopher Toselli,183,75
João Aurélio,182,75
Caiuby,184,85
Serdar Aziz,183,79
Jake Livermore,180,76
Daniel Brosinski,178,70
Oussama Assaidi,178,70
Alberto Costa,176,75
Franck Tabanou,178,80
Douglão,193,84
Marco Sau,169,65
Abel Hernández,185,73
Carlos Carmona,178,68
Ronny Rodelin,192,82
Mubarak Wakaso,171,72
Floyd Ayité,174,68
Leon Balogun,190,88
Matt Phillips,183,75
Jefferson,178,74
Matías Suárez,183,75
Clément Grenier,186,72
Soslan Dzhanaev,190,87
Rafael Tolói,185,75
Dmitriy Kombarov,184,73
Jesús Dueñas,174,73
Matias Pérez García,165,64
Kyle Naughton,180,73
Filip Đorđević,186,80
Jan-Arie van der Heijden,186,71
Joel Ward,188,83
Theodor Gebre Selassie,181,71
Patrick van Aanholt,175,67
James Chester,181,79
Geoffrey Bia,180,79
Martin Olsson,178,81
Harry Arter,178,70
Younousse Sankharé,184,76
Jérémy Pied,173,69
Mathieu Dossevi,175,72
Yohan Mollo,174,79
Andreas Bjelland,188,85
Bakary Koné,188,80
Rui Fonte,181,74
Mathias Jørgensen,191,79
Jack Rodwell,188,71
Fabien Lemoine,175,72
Víctor Cáceres,186,82
Andrea Ranocchia,195,81
Julian Palmieri,170,66
Titi,188,83
Mile Jedinák,188,78
Nuno Pinto,173,65
Óscar Cardozo,193,87
Vito Mannone,188,80
Miguel Torres,184,74
Uğur Demirok,190,85
Federico Peluso,188,82
Alessio Cerci,180,78
Romain Danzé,184,73
Thomas Mangani,183,79
Andrea Costa,182,73
Abel Aguilar,185,80
Clément Chantôme,180,71
Artur Jędrzejczyk,188,82
Shkëlzen Gashi,182,75
Mossoró,170,67
Christian Marrugo,177,75
Mevlüt Erdinç,181,84
Przemysław Tytoń,194,85
Kei Kamara,188,75
Niko Bungert,188,75
Birkir Bjarnason,182,75
Neil Taylor,175,75
Benny Feilhaber,175,72
Niklas Moisander,183,75
Andrew Surman,178,73
Manu García,182,74
Carlos Martínez,189,79
Gabriel Peñalba,194,91
Álvaro Pereira,180,78
Hugo Ayala,183,81
Nicolás Spolli,192,90
Marvin Compper,185,80
Wayne Hennessey,198,90
Liam Bridcutt,171,76
Darren Randolph,185,80
Danny Simpson,177,78
Omar Ramos,176,67
Jérémy Sorbon,183,79
Federico Higuaín,173,75
Juan Pablo Carrizo,187,87
Kirill Nababkin,184,77
Miroslav Radović,182,78
Jaba Kankava,176,75
Alexandru Gaţcan,186,79
Ilya Maksimov,183,74
Kwak Tae Hwi,186,85
Nicolas Maurice-Belay,182,80
Bruno Gama,176,74
Dennis Aogo,184,85
Bradley Wright-Phillips,173,70
Sebastian Larsson,178,70
Alessandro Diamanti,180,75
Geoffrey Jourdren,181,81
Daniel Congré,185,80
Steven Naismith,178,72
Marcos Angeleri,182,76
Oleg Ivanov,192,87
Fernando Amorebieta,191,84
Timofey Kalachev,172,70
Matías Silvestre,185,78
Jean Beausejour,178,83
Nana Asare,174,65
Marco Russ,190,88
Sejad Salihović,182,79
Ryan Babel,185,77
Mathieu Flamini,178,67
Aiden McGeady,177,71
Juan Insaurralde,189,84
Renato Civelli,195,92
Ramazan Özcan,187,84
Rio Mavuba,172,74
Avraam Papadopoulos,184,84
Vangelis Moras,193,78
Christian Maggio,184,79
Guglielmo Stendardo,190,89
Luíz Carlos,175,67
Renat Yanbaev,177,74
Alexandr Anyukov,178,67
Vitaliy Kaleshin,173,69
Javier Pinola,184,81
Iván Cuéllar,187,82
Arbeloa,184,79
Mikel Rico,178,76
Selçuk Şahin,189,88
Gökdeniz Karadeniz,168,68
Mariano Barbosa,188,75
Román Martínez,184,81
Leandro Romagnoli,172,68
David Marshall,190,83
Rafael,187,80
Luca Rigoni,185,76
Maximiliano López,190,88
Germán Lux,186,77
Blerim Džemaili,179,73
Jonathan Walters,183,79
Joey Barton,180,70
Alessandro Gazzi,184,78
Zoltán Gera,183,75
Lee Dong Gook,187,83
Emil Hallfreðsson,185,83
Arouna Koné,182,81
Michael Rensing,190,93
Nicolas Douchez,185,85
Rod Fanni,186,78
Mauricio Pinilla,187,78
Jaroslav Plašil,182,72
Riesgo,185,76
Maximiliano Rodríguez,180,79
Alexandr Kerzhakov,176,76
Halil Altıntop,186,75
Tom Huddlestone,188,80
Stewart Downing,180,64
Fernando Navarro,176,70
Massimo Maccarone,180,70
Peter Crouch,201,84
Etienne Didot,175,69
Arthur Boka,166,65
Allan McGregor,183,84
Alan,180,70
Dirk Kuyt,183,84
